SalesOrderId,OrderDate,DueDate,ShipDate,CustomerId,SalesTerritoryId,ShipToName,ShipToAddressLine1,ShipToAddresLine2,ShipToCity,ShipToPostalCode,ShipToRegion,ShipToCountry
61758,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,14955,10,Jorge Xu,3469 Gill Ct.,,Oxford,OX14 4SE,ENG,United Kingdom
61759,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,19925,8,Madison Jenkins,Hauptstr 2929,,Kassel,34117,HE ,Germany
61760,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,25787,7,Lee Serrano,55, rue de l'Espace De Schengen,,Villeneuve-d'Ascq,59491,59 ,France
61761,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,21911,7,Joan Ross,8101bis, boulevard Saint Germain,,Saint-Denis,93400,93 ,France
61762,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,12610,10,Wendy Gutierrez,3443 Centennial Way,,York,Y03 4TN,ENG,United Kingdom
61763,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,16563,10,Mackenzie Baker,3987 Nuala Street,,Newcastle upon Tyne,NT20,ENG,United Kingdom
61764,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,27135,7,David Martin,88, place de la République,,Versailles,78000,78 ,France
61765,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,15376,6,Megan Sanders,7476 Halfmoon Court,,Sooke,V0,BC ,Canada
61766,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,14599,1,Charles Wilson,1050 Creed Ave,,Lebanon,97355,OR ,United States
61767,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,12179,1,Alexis Jones,5925 Rain Drop Circle,,Lebanon,97355,OR ,United States
61768,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,14657,1,John Thomas,1872 Carletto Drive,,Puyallup,98371,WA ,United States
61769,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,12108,1,James Walker,9142 Altura Drive,,Marysville,98270,WA ,United States
61770,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,12903,6,John Sandstone,2286 Sunset Way,,Cliffside,V8Y 1L1,BC ,Canada
61771,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,14452,1,Alex Gonzalez,3024 W Lake Drive,,Puyallup,98371,WA ,United States
61772,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,23436,9,Tanya Munoz,1005 Tanager Court,,Milsons Point,2061,NSW,Australia
61773,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,20448,9,Jésus Blanco,3944 Concord Blvd.,,Springwood,2777,NSW,Australia
61774,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,13132,9,Casey Vazquez,4498 Dennis Circle,,Sydney,1002,NSW,Australia
61775,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,25865,1,Tristan Butler,6654 Shelly Dr.,,Kirkland,98033,WA ,United States
61776,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,26055,1,Ethan Foster,6642 Sandview Dr,,Yakima,98901,WA ,United States
61777,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,23238,4,Thomas Lee,3475 Deercreek Ln.,,Burbank,91502,CA ,United States
61778,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,26040,6,Ana Butler,6144 Rising Dawn Way,,Langley,V3A 4R2,BC ,Canada
61779,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,22784,4,Nicholas Jackson,7939 Bayview Court,,Los Angeles,90012,CA ,United States
61780,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,20422,4,Maria Brooks,8375 Ambush Dr..,,San Diego,92102,CA ,United States
61781,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,11899,9,Brenda Perez,9935 San Carlos Avenue,,Melton,3337,VIC,Australia
61782,2013-12-08 00:00:00,2013-12-20 00:00:00,2013-12-15 00:00:00,28352,9,Meghan Sanz,9212 Springer Court,,Coffs Harbour,2450,NSW,Australia
61783,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,13954,9,Eddie Ramos,6093 Midway Ct.,,Hawthorne,4171,QLD,Australia
61784,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,18715,9,Rafael Rai,8869 Lightwood Drive,,Hervey Bay,4655,QLD,Australia
61785,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,16165,9,Jenny Liu,8225 Northridge Road,,Matraville,2036,NSW,Australia
61786,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,27363,9,Tara Jai,4148 Valley Ave.,,Coffs Harbour,2450,NSW,Australia
61787,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,17077,9,Ronald Raman,5703 Donald Dr.,,Lane Cove,1597,NSW,Australia
61788,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,26558,9,Holly Garcia,9043 Risdon Road,,Cloverdale,6105,SA ,Australia
61789,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,17501,9,Marc Carlson,9088 Creed Ave,,Gold Coast,4217,QLD,Australia
61790,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,16681,9,Louis Chande,3774 Napa Court,,Bendigo,3550,VIC,Australia
61791,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,18305,9,Kelvin Xu,2025 Sunset Meadows,,Warrnambool,3280,VIC,Australia
61792,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,25462,8,Angel Gray,Pascalstr 442,,Kassel,34117,HE ,Germany
61793,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,21540,10,Ross Rubio,3177 Lincoln Drive,,London,W1V 5RN,ENG,United Kingdom
61794,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,15080,8,Evelyn Chandra,Pappelallee 665,,München,80074,HE ,Germany
61795,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,15926,8,Donna Deng,Nollendorfplatz 5118,,Berlin,14197,NW ,Germany
61796,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,15116,8,Mackenzie Ramirez,Knaackstr 44,Verkaufsabteilung,Kassel,34117,HE ,Germany
61797,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,29327,1,Allen Chandra,1475 Doyle,,Bremerton,98312,WA ,United States
61798,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,29160,1,Logan Baker,3014 Stanford Street,,Marysville,98270,WA ,United States
61799,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,29234,4,Kevin Lopez,4770 Blue Jay Drive,,Daly City,94015,CA ,United States
61800,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,11330,6,Ryan Thompson,3407 Pinon Dr.,,Oak Bay,V8P,BC ,Canada
61801,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,12959,6,Sydney Carter,873 Winding Lane,,Shawnee,V8Z 4N5,BC ,Canada
61802,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,22731,4,Brandon Henderson,9315 Green Valley Road,,La Jolla,92806,CA ,United States
61803,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,18644,6,Carrie Ruiz,3300 Country View Lane,,Cliffside,V8Y 1L1,BC ,Canada
61804,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,23475,1,Richard Martin,2354 Crown Ct,,Bremerton,98312,WA ,United States
61805,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,28021,6,Katherine Nelson,7323 Apple Drive,,Port Hammond,V6B 3P7,BC ,Canada
61806,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,19688,4,Timothy Baker,444 Northstar Drive,,Palo Alto,94303,CA ,United States
61807,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,17696,4,Madison Simmons,6103 Bailey Road,,San Gabriel,91776,CA ,United States
61808,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,17532,4,Nathan Patterson,1984 Vista Way,,Beverly Hills,90210,CA ,United States
61809,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,19208,1,Angelica Diaz,9399 Ferndale Lane,,Sedro Woolley,98284,WA ,United States
61810,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,18753,1,James Moore,9293 Mt. Washington Way,,Portland,97205,OR ,United States
61811,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,18504,4,Angel Adams,9556 Lyman Rd.,,Burlingame,94010,CA ,United States
61812,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,23253,6,Brooke Bell,5396 Hacienda,,Shawnee,V9B 2C3,BC ,Canada
61813,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,15375,4,Alisha Chande,4836 Stratton Circle,,Colma,94014,CA ,United States
61814,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,15011,4,Amber Mitchell,5537 Baltic Sea Ct.,,Downey,90241,CA ,United States
61815,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,20746,6,Christina Torres,8808 Geneva Ave,#9,Langley,V3A 4R2,BC ,Canada
61816,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,16542,10,Jésus Ortega,1217 Mariposa,,Gloucestershire,GL7 1RY,ENG,United Kingdom
61817,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,28398,7,Shawn Lal,99, rue du Départ,,Paris La Defense,92081,92 ,France
61818,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,20565,10,Tasha Yuan,8624 Valley Blvd.,,London,C2H 7AU,ENG,United Kingdom
61819,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,23935,10,Alexis Barnes,4363 Cancroft Road,,Oxford,OX1,ENG,United Kingdom
61820,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,20798,8,Mathew Munoz,Husemann Straße 9514,,Braunschweig,38001,NW ,Germany
61821,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,26416,10,Amy Zhao,7874 Santa Barbara Rd.,,London,E17 6JF,ENG,United Kingdom
61822,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,22588,10,Teresa Martin,9608 Grammercy Lane,,Gloucestershire,GL7 1RY,ENG,United Kingdom
61823,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,20795,7,Emmanuel Subram,331, rue Pierre-Demoulin,,Verrieres Le Buisson,91370,91 ,France
61824,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,28687,8,Javier Gutierrez,Rehstr 2242,Verkaufsabteilung,Frankfurt am Main,60355,HH ,Germany
61825,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,11581,7,Cindy Jordan,987, rue de la Centenaire,,Paris,75003,75 ,France
61826,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,27843,8,Gerald Navarro,Husemann Straße 4424,,Grevenbroich,41485,BY ,Germany
61827,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,27834,7,Diana Suarez,172, place de la Concorde,,Orleans,45000,45 ,France
61828,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,26226,8,Michele Andersen,Zimmerstr 57,,München,80074,NW ,Germany
61829,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,16935,10,Bruce Perez,4203 Wildcat Circle,,Maidenhead,SL67RJ,ENG,United Kingdom
61830,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,11309,1,Victoria Lewis,4426 Tanager Road,,Beaverton,97005,OR ,United States
61831,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,12183,6,Emily Robinson,2627 Sandview Dr.,,Sooke,V0,BC ,Canada
61832,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,13289,6,Alexandria Coleman,6652 Birch Park Rd,,Cliffside,V8Y 1L1,BC ,Canada
61833,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,12238,8,Monica Raman,Hochstr 2777,,Offenbach,63009,SL ,Germany
61834,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,14591,4,Charles Harris,4173 Wheel Ave.,,Lemon Grove,91945,CA ,United States
61835,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,14577,1,Natalie Rogers,2946 Frame Ct,,Corvallis,97330,OR ,United States
61836,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,19730,4,Ricardo Black,9334 Carpetta Circle,,Beverly Hills,90210,CA ,United States
61837,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,12198,1,Noah Scott,1305 Willbrook Court,,Milwaukie,97222,OR ,United States
61838,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,14498,4,Katie Luo,5254 Daylight Place,,Chula Vista,91910,CA ,United States
61839,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,17767,7,Tommy Raje,333, rue de Linois,,Orleans,45000,45 ,France
61840,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,28499,8,Lydia Srini,Pappelallee 619,,Berlin,14111,HE ,Germany
61841,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,23429,9,Jenny Kumar,7080 Bayview Circle,,Hawthorne,4171,QLD,Australia
61842,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,13626,9,Johnathan Madan,6660 Acardia Pl.,,Brisbane,4000,QLD,Australia
61843,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,28662,4,Isaiah Murphy,9290 Saclan Terrace,,La Jolla,92806,CA ,United States
61844,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,26075,1,Jessica Walker,5872 Whiteaben Drive,,Walla Walla,99362,WA ,United States
61845,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,13345,6,Dalton Butler,2906 Hillcrest Ave.,,N. Vancouver,V7L 4J4,BC ,Canada
61846,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,26061,4,Connor Butler,7669 Springfield Drive,,Woodland Hills,91364,CA ,United States
61847,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,25973,1,Mariah Griffin,8660 San Vincente Drive,,Lebanon,97355,OR ,United States
61848,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,25980,1,Julia Jones,2934 Bentley St.,,Renton,98055,WA ,United States
61849,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,26202,6,Haley Simmons,2087 Plaza Del Rio,,N. Vancouver,V7L 4J4,BC ,Canada
61850,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,22717,1,Nicole Watson,9218 Sanford St.,,Walla Walla,99362,WA ,United States
61851,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,19874,6,Sara Rogers,2061 Normal Ave.,,Westminster,V3L 1E7,BC ,Canada
61852,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,17559,4,Kari Suarez,8109 Virginia Hills Drive,,Bellflower,90706,CA ,United States
61853,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,20175,7,Alisha Lu,8184, rue Malar,,Orleans,45000,45 ,France
61854,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,28549,10,Lydia Subram,2575 Garcia,,Warrington,WA3 7BH,ENG,United Kingdom
61855,2013-12-09 00:00:00,2013-12-21 00:00:00,2013-12-16 00:00:00,11759,9,Dawn Nath,6969 Eaker Way,,Cloverdale,6105,SA ,Australia
61856,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,11118,9,Alvin Zeng,3853 Wildcat Circle,Unit 13c12,Lavender Bay,2060,NSW,Australia
61857,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,15783,9,David Alexander,7334 Sterling Hill,Unit G12,Hobart,7001,TAS,Australia
61858,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,14517,9,Ebony Rodriguez,416 Yosemite Circle,,North Sydney,2055,NSW,Australia
61859,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,15920,7,Colin Wu,252, rue Jean Mermoz,,Chatou,78400,78 ,France
61860,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,22302,10,Clayton Guo,3654 Alaska Dr.,,Leeds,LE18,ENG,United Kingdom
61861,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,20825,10,Pamela Kapoor,240 Crowm Court,,York,YO15,ENG,United Kingdom
61862,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,12270,8,Ebony Ramos,Rotthäuser Weg 11,,Berlin,14197,NW ,Germany
61863,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,11846,4,Savannah Reed,4080 Pelican Loop,,Long Beach,90802,CA ,United States
61864,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,28978,4,Alexandria Watson,6486 Hemlock Drive,,Beverly Hills,90210,CA ,United States
61865,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,28282,1,Cindy Foster,3348 Del Vista Court,,Salem,97301,OR ,United States
61866,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,11505,6,Jasmine Powell,5684 San Marino Ct.,,Burnaby,V3J 6Z3,BC ,Canada
61867,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,27461,1,Arianna Coleman,197 Adobe Dr,# 999,Yakima,98901,WA ,United States
61868,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,24826,1,Richard Powell,465 Falcon Place,,Bremerton,98312,WA ,United States
61869,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,24774,1,Xavier Gonzales,4372 B Way,,Salem,97301,OR ,United States
61870,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,26275,1,Miguel Johnson,7070 W. Watson Court,,Yakima,98901,WA ,United States
61871,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,23692,1,Isaac King,4675 Pomar Way,,Redmond,98052,WA ,United States
61872,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,22087,4,Joan Coleman,2260 Clear Court,,Coronado,92118,CA ,United States
61873,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,17374,6,Jason Diaz,8734 Oxford Place,,Vancouver,V7L 4J4,BC ,Canada
61874,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,23786,1,Carrie Serrano,6316 Damascus Loop,,Bellingham,98225,WA ,United States
61875,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,23261,1,Jada Peterson,201 Bush Avenue,,Issaquah,98027,WA ,United States
61876,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,21814,1,Noah Edwards,2246 Breaker Dr.,,W. Linn,97068,OR ,United States
61877,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,20449,4,Rachel Walker,2036 Bellwood Court,,Burlingame,94010,CA ,United States
61878,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,18814,1,Evan Adams,4428 Jones Rd.,,Everett,98201,WA ,United States
61879,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,14455,6,Alexandra Mitchell,1987 Jennifer Way,,Metchosin,V9,BC ,Canada
61880,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,19246,1,Carlos Campbell,7022 Muth Dr.,,Issaquah,98027,WA ,United States
61881,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,18673,4,James Green,5672 San Jose Ave.,,Beverly Hills,90210,CA ,United States
61882,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,14352,1,Melissa Butler,206 Greenview Court,,Lynnwood,98036,WA ,United States
61883,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,21447,6,Anthony Harris,2226 Wilson Lane,,Port Hammond,V6B 3P7,BC ,Canada
61884,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,15115,7,Christian Patterson,33, rue Georges-Clémenceau,,Dunkerque,59140,59 ,France
61885,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,16198,10,Arthur Navarro,6607 Panoramic Avenue,,Cheltenham,GL50,ENG,United Kingdom
61886,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,13773,7,Dana Blanco,1, place de Brazaville,,Dunkerque,59140,59 ,France
61887,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,20595,7,Karla Andersen,65, boulevard Tremblay,,Pantin,93500,93 ,France
61888,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,25689,10,Andrea Campbell,1032 Coats Road,,Stoke-on-Trent,AS23,ENG,United Kingdom
61889,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,24851,10,Leslie Ortega,1264 Eureka Lane,,Berks,SL4 1RH,ENG,United Kingdom
61890,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,26912,8,Denise Rodriguez,Am Gallberg 61,,Braunschweig,38001,NW ,Germany
61891,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,24568,10,Jose Mitchell,9390 Janin Pl.,,Gateshead,GA10,ENG,United Kingdom
61892,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,29417,8,Kellie Vazquez,Heideweg 6457,,München,80074,HH ,Germany
61893,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,16579,10,Zachary Davis,4008 Charlotte Court,,Cheltenham,GL50,ENG,United Kingdom
61894,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,12111,4,Jacqueline Gonzales,1899 Trail Way,,Fremont,94536,CA ,United States
61895,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,11869,6,Kaitlyn Adams,3815 Berry Dr.,,Westminster,V3L 1H4,BC ,Canada
61896,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,11852,4,Kyle Russell,1345 Prospect Street,,Lakewood,90712,CA ,United States
61897,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,14341,6,Sean Sanders,9306 Cleveland Road,,Langley,V3A 4R2,BC ,Canada
61898,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,15864,6,Lauren Bailey,8080 Lancelot Dr.,,Vancouver,V7L 4J4,BC ,Canada
61899,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,12719,7,Cheryl Ruiz,660, rue Villedo,,Sèvres,92310,92 ,France
61900,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,11602,8,Larry Gill,Am Gallberg 645,,Salzgitter,38231,HE ,Germany
61901,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,14636,1,Kelly Powell,9464 Virginia Hills,,Lake Oswego,97034,OR ,United States
61902,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,15876,6,Eduardo Turner,5345 Willow Avenue,,Metchosin,V9,BC ,Canada
61903,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,14470,4,Jeremy Robinson,5 Curletto Dr.,,Mill Valley,94941,CA ,United States
61904,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,14447,1,Madison Alexander,4995 North Civic Drive,,Bellingham,98225,WA ,United States
61905,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,13591,10,Latasha Alonso,2168 Reading Drive,,York,Y03 4TN,ENG,United Kingdom
61906,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,23425,9,Rachael Lopez,250 Montgomery Ave.,,Brisbane,4000,QLD,Australia
61907,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,20450,9,Edwin Tang,2897 Stonehedge Dr,,Lane Cove,1597,NSW,Australia
61908,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,17353,9,Bruce Navarro,9554 Duke Way,,South Melbourne,3205,VIC,Australia
61909,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,12248,9,Devin Taylor,658 Coastal Blvd,,Geelong,3220,VIC,Australia
61910,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,12250,9,Andrea Collins,8946 Turning View,,Brisbane,4000,QLD,Australia
61911,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,13618,9,Jay Raman,5508 Trembath Court,,Geelong,3220,VIC,Australia
61912,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,13629,9,Karla Yuan,9595 Zion Avenue,,Rockhampton,4700,QLD,Australia
61913,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,11991,9,Frederick Martinez,3410 Hemlock Ave.,,Milsons Point,2061,NSW,Australia
61914,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,26056,4,Karen Zeng,9975 Haynes Court,,Bellflower,90706,CA ,United States
61915,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,24654,4,Paige Simmons,8486 Kipling Court,,Imperial Beach,91932,CA ,United States
61916,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,20525,4,James Kumar,9737 Boxwood Dr,,Bellflower,90706,CA ,United States
61917,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,21333,1,Mackenzie Allen,204 Heathrow Court,,Woodburn,97071,OR ,United States
61918,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,17116,6,Alison Nath,6014 La Vista Circle,,Cliffside,V8Y 1L1,BC ,Canada
61919,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,29086,9,Frank Diaz,2333 62nd Ave,,Rockhampton,4700,QLD,Australia
