CustomerKey,OriginalCustomerId,Title,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EducationLevel,Occupation,IsHomeOwner,CarsOwned,AddressLine1,AddressLine2,City,StateProvinceCode,PostalCode,CountryName,SalesTerritoryId,Phone,DateFirstPurchase,CommuteDistance
18490,18490,,Brad,S,Rai,1968-11-19,S,,M,brad18@adventure-works.com,70000,2,0,High School,Professional,0,2,7305 Ten Penny Lane,,Hervey Bay,QLD,4655,Australia,9,1 (11) 500 555-0189,2011-06-18,5-10 Miles
18491,18491,,Michele,D,Gonzalez,1962-11-24,S,,F,michele32@adventure-works.com,70000,2,0,High School,Professional,1,2,2748 Anyway St.,,Darlinghurst,NSW,2010,Australia,9,1 (11) 500 555-0119,2011-06-14,5-10 Miles
18492,18492,,Tamara,H,Johnston,1964-04-11,S,,F,tamara22@adventure-works.com,100000,1,1,Bachelors,Management,1,2,7518 Pepperridge Place,,St. Leonards,NSW,2065,Australia,9,1 (11) 500 555-0194,2013-07-01,2-5 Miles
18493,18493,,Kaitlin,,McDonald,1969-08-30,M,,F,kaitlin14@adventure-works.com,100000,1,1,Bachelors,Management,1,3,3543 Lori Dr.,Apt 110c,Malabar,NSW,2036,Australia,9,1 (11) 500 555-0134,2011-06-16,2-5 Miles
18494,18494,,Marcus,A,Young,1963-11-04,M,,M,marcus27@adventure-works.com,110000,5,1,Bachelors,Management,1,4,7791 Running Springs Road,,Goulburn,NSW,2580,Australia,9,1 (11) 500 555-0149,2011-06-28,2-5 Miles
18495,18495,,Jeremy,E,Phillips,1969-08-30,S,,M,jeremy16@adventure-works.com,120000,5,1,Bachelors,Management,1,4,275 South Ranchford Ct,,Melbourne,VIC,3000,Australia,9,1 (11) 500 555-0187,2011-06-07,2-5 Miles
18496,18496,,Vincent,,Zheng,1969-02-01,S,,M,vincent19@adventure-works.com,130000,0,0,Graduate Degree,Management,1,3,7199 Santa Fe Dr.,,Hervey Bay,QLD,4655,Australia,9,1 (11) 500 555-0193,2011-06-10,0-1 Miles
18497,18497,,Fernando,W,Evans,1979-02-16,S,,M,fernando41@adventure-works.com,80000,0,0,Bachelors,Management,0,1,9314 Icicle Way,,Woodburn,OR,97071,United States,1,462-555-0162,2013-12-10,0-1 Miles
18498,18498,,Zachary,,Russell,1979-01-15,S,,M,zachary18@adventure-works.com,80000,0,0,Bachelors,Management,1,1,805 Pinecrest Rd,,Redwood City,CA,94063,United States,4,373-555-0150,2013-09-08,2-5 Miles
18499,18499,,Darren,I,Rodriguez,1979-11-17,S,,M,darren20@adventure-works.com,60000,0,0,Partial College,Professional,1,2,5414 Cambelback Place,,Burien,WA,98168,United States,1,122-555-0199,2014-01-18,5-10 Miles
18500,18500,,Jose,,Brown,1979-12-23,M,,M,jose61@adventure-works.com,60000,0,0,Partial College,Professional,1,2,4597 Sunshine Drive,,Corvallis,OR,97330,United States,1,802-555-0182,2013-12-11,5-10 Miles
18501,18501,,Alexandra,,Powell,1980-02-08,S,,F,alexandra32@adventure-works.com,60000,0,0,Partial College,Professional,0,2,7955 Cleveland Rd.,,Walla Walla,WA,99362,United States,1,528-555-0141,2013-10-02,1-2 Miles
18502,18502,,Pamela,,Madan,1980-04-02,M,,F,pamela10@adventure-works.com,60000,0,0,High School,Professional,1,2,8494 Rollingwood Dr.,,Chula Vista,CA,91910,United States,4,481-555-0164,2013-10-04,5-10 Miles
18503,18503,,Timothy,E,Peterson,1971-11-13,S,,M,timothy6@adventure-works.com,150000,0,0,Bachelors,Management,0,1,6837 Pirate Lane,,Santa Cruz,CA,95062,United States,4,825-555-0169,2014-01-25,5-10 Miles
18504,18504,,Angel,,Adams,1962-08-06,M,,M,angel37@adventure-works.com,70000,2,0,Partial High School,Skilled Manual,0,2,9556 Lyman Rd.,,Burlingame,CA,94010,United States,4,467-555-0126,2013-07-09,1-2 Miles
18505,18505,,Carol,,Scott,1963-05-04,M,,F,carol14@adventure-works.com,60000,2,0,High School,Professional,0,2,1837 North Main St.,,San Francisco,CA,94109,United States,4,380-555-0153,2014-01-21,1-2 Miles
18506,18506,,Evan,,Bradley,1962-07-17,M,,M,evan15@adventure-works.com,60000,2,0,High School,Professional,0,2,5348 Maryland Dr.,,Langley,BC,V3A 4R2,Canada,6,127-555-0111,2013-06-24,5-10 Miles
18507,18507,,Edward,,Baker,1963-01-10,M,,M,edward9@adventure-works.com,60000,2,0,High School,Professional,0,2,7439 Laguna Niguel,,San Francisco,CA,94109,United States,4,309-555-0161,2014-01-03,5-10 Miles
18508,18508,,Michele,,Chander,1963-01-21,S,,F,michele16@adventure-works.com,70000,3,2,Partial College,Professional,1,0,2785 Snow Drive,,Berkeley,CA,94704,United States,4,164-555-0130,2013-12-13,5-10 Miles
18509,18509,,Xavier,G,Foster,1972-10-10,M,,M,xavier56@adventure-works.com,60000,2,0,High School,Professional,0,2,9458 Flame Drive,,Palo Alto,CA,94303,United States,4,580-555-0159,2013-05-21,1-2 Miles
18510,18510,,Samuel,A,Washington,1961-08-25,S,,M,samuel12@adventure-works.com,60000,2,0,High School,Professional,1,2,6290 Chinquapin Court,,West Covina,CA,91791,United States,4,968-555-0187,2013-05-01,5-10 Miles
18511,18511,,Mya,,Jenkins,1961-11-20,S,,F,mya9@adventure-works.com,70000,3,0,Partial College,Professional,1,2,4595 Sudden Loop,,National City,CA,91950,United States,4,339-555-0115,2013-12-15,5-10 Miles
18512,18512,,Alex,L,Torres,1961-12-06,M,,M,alex7@adventure-works.com,70000,3,0,Partial College,Professional,0,2,3497 Springvale Court,,Lincoln Acres,CA,91950,United States,4,438-555-0146,2013-12-06,0-1 Miles
18513,18513,,Edwin,,Xu,1962-05-19,M,,M,edwin27@adventure-works.com,70000,3,0,Partial College,Professional,0,2,3396 El Dorado Way,,Burlingame,CA,94010,United States,4,766-555-0140,2013-12-05,5-10 Miles
18514,18514,,Anne,,Romero,1962-06-16,S,,F,anne10@adventure-works.com,70000,3,0,Partial College,Professional,1,2,5781 Sharon Dr.,,Bellflower,CA,90706,United States,4,332-555-0141,2013-12-07,5-10 Miles
18515,18515,,Gabrielle,,Patterson,1962-01-05,M,,F,gabrielle33@adventure-works.com,70000,3,0,Partial College,Professional,0,2,4224 Almond Avve,,Milwaukie,OR,97222,United States,1,322-555-0185,2013-12-15,0-1 Miles
18516,18516,,Juan,,Brooks,1938-02-04,S,,M,juan11@adventure-works.com,70000,3,0,Graduate Degree,Management,1,2,6576 Lime Ridge Dr.,,Renton,WA,98055,United States,1,816-555-0165,2013-12-26,5-10 Miles
18517,18517,,Tristan,,Diaz,1981-08-30,M,,M,tristan21@adventure-works.com,100000,3,1,Bachelors,Management,1,4,1781 Old Mt. View Drive,,Issaquah,WA,98027,United States,1,343-555-0184,2013-09-16,0-1 Miles
18518,18518,,Stephanie,,Scott,1970-11-09,S,,F,stephanie58@adventure-works.com,100000,4,1,Bachelors,Management,1,4,7177 Marsh Drive,,Lynnwood,WA,98036,United States,1,720-555-0158,2013-12-22,2-5 Miles
18519,18519,,Alex,,Cook,1976-08-20,M,,M,alex25@adventure-works.com,100000,4,1,Partial College,Professional,1,4,6692 Black Walnut Court,,Bellflower,CA,90706,United States,4,628-555-0114,2013-12-07,2-5 Miles
18520,18520,,Rafael,D,Huang,1971-05-27,M,,M,rafael6@adventure-works.com,110000,2,2,Bachelors,Management,1,3,4124 Escobar St,,Chula Vista,CA,91910,United States,4,100-555-0197,2013-04-16,1-2 Miles
18521,18521,,Meghan,E,Rowe,1976-03-16,M,,F,meghan20@adventure-works.com,110000,2,2,Bachelors,Management,1,4,5325 Pinecreek Way,,Chula Vista,CA,91910,United States,4,120-555-0115,2013-03-18,1-2 Miles
18522,18522,,Jeremiah,L,Smith,1976-03-04,M,,M,jeremiah24@adventure-works.com,130000,1,1,Graduate Degree,Management,1,4,6124 Clay Road,,Long Beach,CA,90802,United States,4,946-555-0172,2013-03-24,0-1 Miles
18523,18523,,Samuel,M,Foster,1970-01-10,M,,M,samuel15@adventure-works.com,80000,4,3,Bachelors,Management,1,0,269 Red Leaf Way,,Metchosin,BC,V9,Canada,6,718-555-0125,2013-03-17,2-5 Miles
18524,18524,,Edward,E,Alexander,1975-03-22,M,,M,edward67@adventure-works.com,80000,4,3,Bachelors,Management,1,0,9755 Glen Road,,Port Hammond,BC,V6B 3P7,Canada,6,139-555-0181,2013-08-19,0-1 Miles
18525,18525,,Jack,R,Lal,1968-09-29,M,,M,jack30@adventure-works.com,60000,3,2,Graduate Degree,Professional,1,0,1306 B St.,,Metchosin,BC,V9,Canada,6,580-555-0160,2013-12-06,0-1 Miles
18526,18526,,Kevin,,Hernandez,1973-12-20,S,,M,kevin56@adventure-works.com,70000,1,0,Bachelors,Professional,0,1,4635 Patterson Court,,San Francisco,CA,94109,United States,4,140-555-0154,2013-12-24,2-5 Miles
18527,18527,,Jonathan,B,Baker,1973-08-24,M,,M,jonathan45@adventure-works.com,70000,1,0,Partial College,Skilled Manual,1,1,1560 Harbor View Drive,,Tacoma,WA,98403,United States,1,110-555-0142,2013-11-29,2-5 Miles
18528,18528,,John,M,Rodriguez,1968-05-02,M,,M,john54@adventure-works.com,70000,1,0,Partial College,Skilled Manual,1,1,5371 El Pintado Road,,Lakewood,CA,90712,United States,4,582-555-0179,2013-12-05,2-5 Miles
18529,18529,,Albert,W,Castro,1966-08-19,S,,M,albert18@adventure-works.com,40000,4,3,High School,Skilled Manual,1,3,1083 W. Hookston Road,,Chantilly,VA,20151,United States,5,322-555-0132,2014-01-28,5-10 Miles
18530,18530,,Wyatt,M,Evans,1948-06-18,M,,M,wyatt46@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,6532 Pinecrest Rd,#508,Sedro Woolley,WA,98284,United States,1,616-555-0157,2013-02-18,10+ Miles
18531,18531,,Thomas,,Simmons,1947-08-14,S,,M,thomas17@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,1207 Erie Dr,,Imperial Beach,CA,91932,United States,4,804-555-0129,2013-09-09,10+ Miles
18532,18532,,Marcus,,Russell,1947-11-07,M,,M,marcus69@adventure-works.com,70000,5,0,Bachelors,Management,1,2,253 Marfargoa Drive,,Issaquah,WA,98027,United States,1,157-555-0150,2013-12-16,10+ Miles
18533,18533,,Lucas,S,Martinez,1959-02-19,M,,M,lucas31@adventure-works.com,70000,5,0,Bachelors,Management,1,2,9295 Arcadia Pl,,West Covina,CA,91791,United States,4,984-555-0111,2013-12-23,10+ Miles
18534,18534,,Hunter,,Collins,1949-05-26,M,,M,hunter31@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,7407 Spring Water St.,,Seattle,WA,98104,United States,1,200-555-0190,2013-03-03,1-2 Miles
18535,18535,,Donald,,Kapoor,1949-04-05,S,,M,donald3@adventure-works.com,60000,4,0,Graduate Degree,Management,1,2,1830 Tabora Drive,,Cliffside,BC,V8Y 1L1,Canada,6,274-555-0190,2014-01-02,10+ Miles
18536,18536,,Hailey,J,Coleman,1948-09-18,M,,F,hailey27@adventure-works.com,60000,4,0,Graduate Degree,Management,1,2,9231 Santa Ana Drive,,National City,CA,91950,United States,4,671-555-0191,2013-11-08,1-2 Miles
18537,18537,,Kathryn,L,Carson,1948-07-03,S,,F,kathryn13@adventure-works.com,70000,5,0,Bachelors,Management,1,2,4370 Trafalgar Circle,,Beverly Hills,CA,90210,United States,4,666-555-0130,2013-12-06,10+ Miles
18538,18538,,Ian,,Mitchell,1949-03-13,S,,M,ian33@adventure-works.com,70000,5,0,Bachelors,Management,1,2,5186 Elmhurst Lane,,Issaquah,WA,98027,United States,1,752-555-0198,2013-12-23,10+ Miles
18539,18539,,Riley,M,Russell,1954-02-14,M,,F,riley17@adventure-works.com,70000,5,0,Bachelors,Management,1,2,535 La Salle Street,,Grossmont,CA,91941,United States,4,401-555-0112,2013-12-26,1-2 Miles
18540,18540,,Victoria,M,Perry,1948-12-25,S,,F,victoria55@adventure-works.com,70000,5,0,Bachelors,Management,1,2,5717 Shenandoah Drive,,Fremont,CA,94536,United States,4,522-555-0115,2013-12-25,10+ Miles
18541,18541,,Kayla,C,Jones,1949-01-02,M,,F,kayla3@adventure-works.com,80000,5,0,Bachelors,Management,1,2,9516 Village Road,,Westminster,BC,V3L 1H4,Canada,6,206-555-0113,2013-04-02,5-10 Miles
18542,18542,,Dustin,E,She,1948-12-30,M,,M,dustin0@adventure-works.com,90000,5,0,Bachelors,Management,1,2,4627 Lakefield Place,,Burien,WA,98168,United States,1,779-555-0113,2013-07-08,5-10 Miles
18543,18543,,Dalton,R,Wilson,1955-03-21,M,,M,dalton6@adventure-works.com,40000,4,0,High School,Professional,0,2,5703 Rose Dr,,Grossmont,CA,91941,United States,4,116-555-0143,2013-10-09,10+ Miles
18544,18544,,Riley,L,Washington,1950-05-31,M,,F,riley11@adventure-works.com,40000,4,0,High School,Professional,0,2,5194 Mendouno Dr,,Victoria,BC,V8V,Canada,6,708-555-0131,2013-01-01,10+ Miles
18545,18545,,Ian,L,Clark,1955-11-08,M,,M,ian17@adventure-works.com,40000,4,0,High School,Professional,0,2,4794 Curtis Drive,,Kirkland,WA,98033,United States,1,185-555-0165,2013-10-05,10+ Miles
18546,18546,,Pieter,,Wycoff,1977-12-21,M,,F,pieter0@adventure-works.com,60000,1,0,Graduate Degree,Skilled Manual,1,0,3794 Francine Court,,Clarkston,GA,30021,United States,5,354-555-0161,2013-04-13,2-5 Miles
18547,18547,,Ethan,L,Johnson,1983-03-03,M,,M,ethan30@adventure-works.com,70000,2,0,Graduate Degree,Professional,1,0,4049 Hale Court,,San Carlos,CA,94070,United States,4,621-555-0123,2013-12-24,0-1 Miles
18548,18548,,Jordan,E,Powell,1981-02-03,M,,M,jordan5@adventure-works.com,50000,1,1,Bachelors,Skilled Manual,1,0,4201 San Carlos,,National City,CA,91950,United States,4,382-555-0134,2013-10-06,2-5 Miles
18549,18549,,Sierra,,Collins,1976-04-11,M,,F,sierra2@adventure-works.com,50000,1,1,Bachelors,Skilled Manual,1,0,9627 Kendall Rd,,Victoria,BC,V8V,Canada,6,756-555-0178,2013-02-20,2-5 Miles
18550,18550,,Julia,R,Griffin,1976-04-18,M,,F,julia87@adventure-works.com,50000,1,1,Bachelors,Skilled Manual,1,1,3382 Greer Ave,,Spring Valley,CA,91977,United States,4,305-555-0182,2013-12-06,0-1 Miles
18551,18551,,Chloe,E,Hall,1975-10-03,M,,F,chloe21@adventure-works.com,50000,1,1,Bachelors,Skilled Manual,1,1,210 Stanley Dollar Dr.,,Everett,WA,98201,United States,1,710-555-0180,2013-09-29,2-5 Miles
18552,18552,,Kelsey,,Goel,1976-04-02,M,,F,kelsey18@adventure-works.com,50000,1,1,Bachelors,Skilled Manual,1,1,9376 Cross Road,,Concord,CA,94519,United States,4,129-555-0179,2013-03-17,0-1 Miles
18553,18553,,Alex,K,Roberts,1976-01-04,M,,M,alex32@adventure-works.com,50000,1,1,Bachelors,Skilled Manual,1,1,7889 Mitchelleanjen Ln.,,Lake Oswego,OR,97034,United States,1,780-555-0125,2013-10-05,2-5 Miles
18554,18554,,Isabelle,D,Ross,1976-05-17,M,,F,isabelle4@adventure-works.com,60000,1,0,Graduate Degree,Professional,1,0,1140 Panoramic Drive,,Port Hammond,BC,V6B 3P7,Canada,6,562-555-0128,2013-03-17,0-1 Miles
18555,18555,,Muniraju,,Pulipalyam,1976-04-15,M,,F,muniraju0@adventure-works.com,60000,1,0,Graduate Degree,Professional,1,0,4606 Charming Court,,Torrance,CA,90505,United States,4,162-555-0173,2014-01-08,0-1 Miles
18556,18556,,Ruben,,Perez,1975-04-02,M,,M,ruben22@adventure-works.com,50000,2,2,Bachelors,Skilled Manual,1,0,6211 Blenheim Way,,Concord,CA,94519,United States,4,410-555-0158,2013-10-28,2-5 Miles
18557,18557,,Bailey,R,Lopez,1976-09-16,M,,F,bailey41@adventure-works.com,60000,1,0,Graduate Degree,Professional,1,0,8486 Julpum Loop,,Cliffside,BC,V8Y 1L1,Canada,6,444-555-0141,2013-02-11,2-5 Miles
18558,18558,,Alexandra,C,Price,1977-03-21,M,,F,alexandra23@adventure-works.com,60000,1,0,Graduate Degree,Professional,1,0,386 Woodpine,,Renton,WA,98055,United States,1,942-555-0159,2013-10-17,0-1 Miles
18559,18559,,Lucas,,Adams,1982-12-13,M,,M,lucas47@adventure-works.com,60000,1,0,Graduate Degree,Professional,1,0,2500 Ward Court,,Sedro Woolley,WA,98284,United States,1,300-555-0118,2013-10-20,2-5 Miles
18560,18560,,Anna,S,Miller,1982-10-29,M,,F,anna67@adventure-works.com,70000,2,0,Graduate Degree,Professional,1,0,2073 Hilltop Road,,Burbank,CA,91502,United States,4,160-555-0184,2013-12-05,2-5 Miles
18561,18561,,Carol,A,Torres,1977-01-15,S,,F,carol10@adventure-works.com,70000,2,0,Graduate Degree,Professional,1,0,9117 Jacqueline Way,,Colma,CA,94014,United States,4,237-555-0161,2013-12-27,2-5 Miles
18562,18562,,Mary,P,Wright,1974-12-14,M,,F,mary33@adventure-works.com,60000,1,0,Graduate Degree,Professional,1,0,5745 St. Paul Way,,Novato,CA,94947,United States,4,160-555-0188,2013-10-10,0-1 Miles
18563,18563,,Evan,R,Sanchez,1980-06-04,M,,M,evan19@adventure-works.com,60000,1,0,Graduate Degree,Professional,1,0,2950 Polaris Dr.,,Palo Alto,CA,94303,United States,4,138-555-0163,2013-11-25,0-1 Miles
18564,18564,,John,T,Moore,1978-05-03,S,,M,john45@adventure-works.com,40000,0,0,Bachelors,Professional,0,1,5117 Oak Creek Ct.,,Grossmont,CA,91941,United States,4,171-555-0191,2013-10-29,2-5 Miles
18565,18565,,Dalton,C,Bryant,1975-09-12,M,,M,dalton64@adventure-works.com,60000,2,0,Graduate Degree,Professional,1,0,1798 Westbury Dr.,,Lebanon,OR,97355,United States,1,389-555-0150,2013-11-22,2-5 Miles
18566,18566,,Bryce,,Peterson,1976-03-16,M,,M,bryce5@adventure-works.com,70000,4,0,Graduate Degree,Professional,1,0,6451 Greenwood Pl.,,Daly City,CA,94015,United States,4,492-555-0163,2013-12-15,0-1 Miles
18567,18567,,Madison,,Barnes,1972-07-03,S,,F,madison38@adventure-works.com,50000,2,2,Bachelors,Skilled Manual,1,1,2975 Roslyn Road,,San Gabriel,CA,91776,United States,4,625-555-0162,2013-11-16,2-5 Miles
18568,18568,,Mya,M,Bennett,1972-12-17,S,,F,mya3@adventure-works.com,50000,2,2,Bachelors,Skilled Manual,1,1,3913 Euclid Ave.,,El Cajon,CA,92020,United States,4,905-555-0121,2013-11-16,2-5 Miles
18569,18569,,Emma,E,Bryant,1971-10-03,M,,F,emma64@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,7909 Yorba Linda,,Salem,OR,97301,United States,1,329-555-0133,2013-02-06,0-1 Miles
18570,18570,,Mason,A,Peterson,1971-10-20,S,,M,mason6@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,7438 Sony Hill Circle,,Langford,BC,V9,Canada,6,757-555-0144,2013-03-09,2-5 Miles
18571,18571,,Cameron,S,Kumar,1972-05-05,S,,M,cameron24@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,8785 Whitehall Drive,,Vancouver,BC,V7L 4J4,Canada,6,571-555-0120,2013-03-19,2-5 Miles
18572,18572,,Danielle,,Watson,1972-05-15,M,,F,danielle3@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,4986 Norse Drive,,Berkeley,CA,94704,United States,4,668-555-0171,2013-05-12,0-1 Miles
18573,18573,,Andrea,,Phillips,1971-12-15,M,,F,andrea31@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,5484 Cornwall Court,,Sooke,BC,V0,Canada,6,936-555-0114,2013-05-26,0-1 Miles
18574,18574,,Kaitlyn,L,Taylor,1972-04-18,M,,F,kaitlyn31@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,4215 Greenhills Circle,,Los Angeles,CA,90012,United States,4,798-555-0110,2013-03-29,0-1 Miles
18575,18575,,Erin,R,Stewart,1972-04-12,M,,F,erin26@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,8853 Spring Hill Drive,,Downey,CA,90241,United States,4,805-555-0162,2013-10-15,2-5 Miles
18576,18576,,Emily,,Coleman,1983-01-09,M,,F,emily30@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,4125 Adobe Dr.,,Woodland Hills,CA,91364,United States,4,165-555-0130,2013-11-16,2-5 Miles
18577,18577,,Isabelle,C,Winston,1971-12-20,M,,F,isabelle12@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,3876 Berry Court,,San Carlos,CA,94070,United States,4,159-555-0119,2013-03-05,0-1 Miles
18578,18578,,Patrick,M,Rogers,1971-12-11,S,,M,patrick24@adventure-works.com,70000,0,0,Graduate Degree,Professional,1,0,9806 North Star Dr.,,Novato,CA,94947,United States,4,306-555-0183,2013-12-10,2-5 Miles
18579,18579,,William,M,Brown,1977-03-11,M,,M,william20@adventure-works.com,70000,4,0,Graduate Degree,Professional,1,0,9526 Baird Court,,Beaverton,OR,97005,United States,1,743-555-0151,2013-10-28,2-5 Miles
18580,18580,,Emma,A,Anderson,1980-10-06,M,,F,emma9@adventure-works.com,60000,2,0,Graduate Degree,Professional,1,0,7554 Grammercy Lane,,Langley,BC,V3A 4R2,Canada,6,154-555-0154,2013-04-13,2-5 Miles
18581,18581,,Melinda,,Dominguez,1980-06-04,S,,F,melinda8@adventure-works.com,70000,5,0,Graduate Degree,Professional,1,0,7776 Partridge Dr.,,Clackamas,OR,97015-6403,United States,1,344-555-0119,2013-12-12,2-5 Miles
18582,18582,,Bryan,,Morgan,1974-07-25,M,,M,bryan13@adventure-works.com,70000,5,0,Graduate Degree,Professional,1,0,6595 Trailview Circle,,Marysville,WA,98270,United States,1,626-555-0137,2013-12-17,0-1 Miles
18583,18583,,Luis,,Kumar,1975-01-14,S,,M,luis28@adventure-works.com,70000,5,5,Graduate Degree,Professional,1,2,9507 MountainAire Drive,,Redmond,WA,98052,United States,1,160-555-0157,2013-02-08,2-5 Miles
18584,18584,,Haley,,Evans,1985-07-16,M,,F,haley42@adventure-works.com,70000,5,5,Graduate Degree,Professional,0,2,7569 Sierra Drive,# 105,Seattle,WA,98104,United States,1,849-555-0179,2013-03-08,0-1 Miles
18585,18585,,Katherine,,Blue,1975-02-24,M,,F,katherine9@adventure-works.com,70000,5,5,Graduate Degree,Professional,1,2,8837 Paris Lane,,Bellflower,CA,90706,United States,4,884-555-0184,2013-10-27,0-1 Miles
18586,18586,,Benjamin,,Patterson,1975-02-19,S,,M,benjamin11@adventure-works.com,80000,2,0,Graduate Degree,Professional,1,0,2934 Treat Blvd,,Grossmont,CA,91941,United States,4,178-555-0184,2013-12-26,0-1 Miles
18587,18587,,Monica,,Arun,1971-02-01,S,,F,monica7@adventure-works.com,40000,0,0,Bachelors,Professional,0,1,1747 Corte Segundo,,Burien,WA,98168,United States,1,943-555-0153,2013-10-17,2-5 Miles
18588,18588,,Isabella,,Rogers,1971-05-18,S,,F,isabella84@adventure-works.com,40000,0,0,Bachelors,Professional,0,1,1946 Valley Crest Drive,,Seattle,WA,98104,United States,1,199-555-0140,2013-10-03,2-5 Miles
18589,18589,,Anna,,Stewart,1976-07-01,S,,F,anna2@adventure-works.com,40000,0,0,Bachelors,Professional,0,1,2482 Buckingham Dr.,,Bremerton,WA,98312,United States,1,680-555-0159,2013-11-15,0-1 Miles
18590,18590,,Valerie,R,Sun,1971-03-23,S,,F,valerie15@adventure-works.com,80000,3,3,Bachelors,Skilled Manual,1,1,5965 Sugarland Circle,,Burbank,CA,91502,United States,4,578-555-0190,2013-05-22,2-5 Miles
18591,18591,,Eduardo,A,Nelson,1970-11-09,M,,M,eduardo33@adventure-works.com,80000,3,3,Bachelors,Skilled Manual,1,1,7613 Orangewood Dr,,Long Beach,CA,90802,United States,4,936-555-0134,2013-03-06,0-1 Miles
18592,18592,,Mackenzie,,Evans,1971-03-09,S,,F,mackenzie22@adventure-works.com,80000,3,3,Bachelors,Skilled Manual,1,2,9883 Sierra Rd,,Milwaukie,OR,97222,United States,1,414-555-0162,2013-11-29,2-5 Miles
18593,18593,,Sydney,C,Martinez,1970-12-31,S,,F,sydney79@adventure-works.com,80000,3,3,Bachelors,Skilled Manual,0,2,5165 Cambridge Drive,,Renton,WA,98055,United States,1,782-555-0110,2013-03-04,0-1 Miles
18594,18594,,Kristi,,Garcia,1971-04-20,S,,F,kristi32@adventure-works.com,80000,3,3,Bachelors,Skilled Manual,1,3,2973 Tanager Road,,Burbank,CA,91502,United States,4,959-555-0163,2013-12-16,10+ Miles
18595,18595,,Marcus,,Hernandez,1981-08-02,S,,M,marcus28@adventure-works.com,80000,3,3,Bachelors,Skilled Manual,1,3,2197 Clay Road,,Oak Bay,BC,V8P,Canada,6,735-555-0116,2013-10-26,10+ Miles
18596,18596,,Gabriella,L,Cooper,1970-12-11,S,,F,gabriella16@adventure-works.com,60000,0,0,Graduate Degree,Professional,0,1,5440 Klamath Woods Pl.,,Colma,CA,94014,United States,4,736-555-0113,2013-11-17,0-1 Miles
18597,18597,,Isabel,,Perry,1976-06-23,M,,F,isabel8@adventure-works.com,60000,0,0,Graduate Degree,Professional,0,1,590 Sudden Loop,,Torrance,CA,90505,United States,4,874-555-0125,2013-11-16,0-1 Miles
18598,18598,,Norimichi,,Yonekura,1975-03-16,S,,M,norimichi0@adventure-works.com,40000,0,0,Bachelors,Professional,0,1,6130 Alderwood Lane,,San Carlos,CA,94070,United States,4,399-555-0174,2013-11-16,0-1 Miles
18599,18599,,Kyle,J,Simmons,1969-10-06,S,,M,kyle10@adventure-works.com,40000,0,0,Bachelors,Professional,0,1,9249 Martin St,,Issaquah,WA,98027,United States,1,283-555-0130,2013-05-10,2-5 Miles
18600,18600,,Ashley,C,Gonzales,1975-11-10,M,,F,ashley44@adventure-works.com,60000,4,4,Bachelors,Skilled Manual,1,2,4348 Via Romero,,Langford,BC,V9,Canada,6,314-555-0183,2013-05-31,2-5 Miles
18601,18601,,Cynthia,K,Garcia,1969-10-24,S,,F,cynthia20@adventure-works.com,60000,5,5,Bachelors,Skilled Manual,1,2,9234 Westbury Drive,,Coronado,CA,92118,United States,4,854-555-0146,2013-03-18,2-5 Miles
18602,18602,,Patrick,,Ramirez,1975-11-15,M,,M,patrick13@adventure-works.com,60000,5,5,Bachelors,Skilled Manual,1,3,8851 Northridge Dr.,,Imperial Beach,CA,91932,United States,4,674-555-0147,2013-04-10,5-10 Miles
18603,18603,,Gabrielle,B,Henderson,1975-03-09,S,,F,gabrielle27@adventure-works.com,60000,5,5,Bachelors,Skilled Manual,0,3,7468 Lindley Ct.,#8a,Metchosin,BC,V9,Canada,6,709-555-0164,2013-04-04,5-10 Miles
18604,18604,,Paige,W,Alexander,1969-11-19,M,,F,paige18@adventure-works.com,60000,5,5,Bachelors,Skilled Manual,1,4,1050 Greenhills Circle,,Langley,BC,V3A 4R2,Canada,6,605-555-0133,2013-02-08,2-5 Miles
18605,18605,,David,,Wright,1970-05-16,S,,M,david35@adventure-works.com,60000,4,2,Bachelors,Skilled Manual,1,2,6425 Adelia Court,,Burien,WA,98168,United States,1,544-555-0144,2013-11-03,2-5 Miles
18606,18606,,Wyatt,J,Green,1970-04-24,S,,M,wyatt34@adventure-works.com,60000,4,2,Bachelors,Skilled Manual,1,2,8038 La Paz,,Port Orchard,WA,98366,United States,1,192-555-0118,2013-11-11,2-5 Miles
18607,18607,,Katherine,B,Taylor,1969-12-11,S,,F,katherine79@adventure-works.com,60000,4,2,Bachelors,Skilled Manual,1,2,886 Panoramic Drive,,Oregon City,OR,97045,United States,1,809-555-0139,2013-11-26,2-5 Miles
